 AIM2 ,-,,,
 AIMP1 ,-,,,
 AIMP1 ,-,,,
 AIP ,-,,,
 AK1 ,-,,,
 AK2 ,-,,,
 AK3 ,-,,,
 AKAP3 ,-,,,
 AKAP5 ,-,,,
 AKAP6 ,-,,,
 AKAP7 ,-,,,
 AKAP8 ,-,,,
 AKAP8L ,-,,,
 AKAP9 ,-,,,
 AKIRIN1 ,-,,,
 AKIRIN2 ,-,,,
 AKR1B10 ,-,,,
 AKR1C4 ,-,,,
 AKR1CL1 ,-,,,
 AKR7A2 ,-,,,
 AKT1 ,-,,,
 AKT1S1 ,-,,,
 AKT1S1 ,-,,,
 AKT3 ,-,,,
 AKTIP ,-,,,
 ALCAM ,-,,,
 ALDH18A1 ,-,,,
 ALDH1A2 ,-,,,
 ALDH1A3 ,-,,,
 ALDH1L1 ,-,,,
 ALDH3A1 ,-,,,
 ALDH3A2 ,-,,,
 ALDH3B1 ,-,,,
 ALDH3B2 ,-,,,
 ALDH5A1 ,-,,,
 ALDH6A1 ,-,,,
 ALDH7A1 ,-,,,
 ALDOA ,-,,,
 ALG1 ,-,,,
 ALG10 ,-,,,
 ALG10B ,-,,,
 ALG11 ,-,,,
 ALG12 ,-,,,
 ALG1L ,-,,,
 ALG3 ,-,,,
 ALG5 ,-,,,
 ALG6 ,-,,,
 ALG8 ,-,,,
 ALK ,-,,,
 ALKBH3 ,-,,,
 ALKBH3 ,-,,,
 ALKBH4 ,-,,,
 ALKBH5 ,-,,,
 ALKBH6 ,-,,,
 ALKBH7 ,-,,,
 ALKBH8 ,-,,,
 ALLC ,-,,,
 ALMS1 ,-,,,
 ALOX12 ,-,,,
 ALOX12P2 ,-,,,
 ALOX15B ,-,,,
 ALOX5AP ,-,,,
 ALOXE3 ,-,,,
 ALPI ,-,,,
 ALPK2 ,-,,,
 ALPL ,-,,,
 ALS2 ,-,,,
 ALS2CL ,-,,,
 ALS2CR12 ,-,,,
 ALS2CR4 ,-,,,
 ALS2CR8 ,-,,,
 ALX3 ,-,,,
 AMAC1L2 ,-,,,
 AMBRA1 ,-,,,
 AMD1 ,-,,,
 AMH ,-,,,
 AMHR2 ,-,,,
 AMICA1 ,-,,,
 AMIGO1 ,-,,,
 AMIGO3 ,-,,,
 AMMECR1L ,-,,,
 AMN ,-,,,
 AMN1 ,-,,,
 AMOTL2 ,-,,,
 AMPD1 ,-,,,
 AMPD2 ,-,,,
 AMPD3 ,-,,,
 AMY2B ,-,,,
 AMY2B ,-,,,
 AMZ1 ,-,,,
 AMZ2 ,-,,,
 ANAPC10 ,-,,,
 ANAPC11 ,-,,,
 ANAPC13 ,-,,,
 ANAPC13 ,-,,,
 ANAPC2 ,-,,,
 ANAPC2 ,-,,,
 ANAPC4 ,-,,,
 ANGEL2 ,-,,,
 ANGPT1 ,-,,,
 ANGPTL2 ,-,,,
 ANGPTL5 ,-,,,
 ANGPTL7 ,-,,,
 ANK1 ,-,,,
 ANK3 ,-,,,
 ANKAR ,-,,,
 ANKDD1A ,-,,,
 ANKFY1 ,-,,,
 ANKHD1 ,-,,,
 ANKHD1-EIF4EBP3 ,-,,,
 ANKHD1-EIF4EBP3 ,-,,,
 ANKIB1 ,-,,,
 ANKK1 ,-,,,
 ANKLE1 ,-,,,
 ANKLE2 ,-,,,
 ANKMY1 ,-,,,
 ANKMY2 ,-,,,
 ANKMY2 ,-,,,
 ANKRA2 ,-,,,
 ANKRD1 ,-,,,
 ANKRD10 ,-,,,
 ANKRD11 ,-,,,
 ANKRD12 ,-,,,
 ANKRD13B ,-,,,
 ANKRD13D ,-,,,
 ANKRD16 ,-,,,
 ANKRD17 ,-,,,
 ANKRD20A2 ,-,,,
 ANKRD20A3 ,-,,,
 ANKRD20A4 ,-,,,
 ANKRD20B ,-,,,
 ANKRD22 ,-,,,
 ANKRD23 ,-,,,
 ANKRD27 ,-,,,
 ANKRD27 ,-,,,
 ANKRD29 ,-,,,
 ANKRD32 ,-,,,
 ANKRD33 ,-,,,
 ANKRD34A ,-,,,
 ANKRD34A ,-,,,
 ANKRD34B ,-,,,
 ANKRD35 ,-,,,
 ANKRD36 ,-,,,
 ANKRD36B ,-,,,
 ANKRD39 ,-,,,
 ANKRD42 ,-,,,
 ANKRD43 ,-,,,
 ANKRD45 ,-,,,
 ANKRD49 ,-,,,
 ANKRD49 ,-,,,
 ANKRD5 ,-,,,
 ANKRD50 ,-,,,
 ANKRD52 ,-,,,
 ANKRD53 ,-,,,
 ANKRD54 ,-,,,
 ANKRD6 ,-,,,
 ANKRD9 ,-,,,
 ANKS1A ,-,,,
 ANKS1B ,-,,,
 ANKS4B ,-,,,
 ANKZF1 ,-,,,
 ANKZF1 ,-,,,
 ANLN ,-,,,
 ANLN ,-,,,
 ANO1 ,-,,,
 ANO2 ,-,,,
 ANO3 ,-,,,
 ANO4 ,-,,,
 ANO7 ,-,,,
 ANO8 ,-,,,
 ANO9 ,-,,,
 ANP32B ,-,,,
 ANTXR1 ,-,,,
 ANUBL1 ,-,,,
 ANXA1 ,-,,,
 ANXA13 ,-,,,
 ANXA2 ,-,,,
 ANXA2P1 ,-,,,
 ANXA2P2 ,-,,,
 ANXA2P3 ,-,,,
 ANXA3 ,-,,,
 ANXA4 ,-,,,
 ANXA5 ,-,,,
 ANXA8 ,-,,,
 ANXA8L1 ,-,,,
 ANXA8L2 ,-,,,
 AOAH ,-,,,
 AOX2P ,-,,,
 AP1AR ,-,,,
 AP1B1 ,-,,,
 AP1G2 ,-,,,
 AP1S1 ,-,,,
 AP1S3 ,-,,,
 AP2B1 ,-,,,
 AP2S1 ,-,,,
 AP3B1 ,-,,,
 AP3B2 ,-,,,
 AP3M2 ,-,,,
 AP3S1 ,-,,,
 AP3S1 ,-,,,
 AP4B1 ,-,,,
 AP4B1 ,-,,,
 AP4E1 ,-,,,
 AP4M1 ,-,,,
 APBA1 ,-,,,
 APBB1 ,-,,,
 APBB2 ,-,,,
 APBB3 ,-,,,
 APCDD1 ,-,,,
 APCDD1L ,-,,,
 APEX1 ,-,,,
 APH1A ,-,,,
 APH1B ,-,,,
 APIP ,-,,,
 APIP ,-,,,
 APITD1 ,-,,,
 APLF ,-,,,
 APLNR ,-,,,
 APLP1 ,-,,,
 APOA1BP ,-,,,
 APOA4 ,-,,,
 APOB48R ,-,,,
 APOBEC3A ,-,,,
 APOBEC3C ,-,,,
 APOBEC3F ,-,,,
 APOBEC3H ,-,,,
 APOC1 ,-,,,
 APOC1P1 ,-,,,
 APOD ,-,,,
 APOL1 ,-,,,
 APOL3 ,-,,,
 APOL4 ,-,,,
 APOM ,-,,,
 APP ,-,,,
 APPBP2 ,-,,,
 APPL2 ,-,,,
 APRT ,-,,,
 AQP10 ,-,,,
 AQP11 ,-,,,
 AQP3 ,-,,,
 AQP4 ,-,,,
 AQP4 ,-,,,
 AQP5 ,-,,,
 AQP8 ,-,,,
 AQR ,-,,,
 ARAP1 ,-,,,
 ARAP2 ,-,,,
 ARAP3 ,-,,,
 ARCN1 ,-,,,
 AREG ,-,,,
 ARF1 ,-,,,
 ARF3 ,-,,,
 ARF4 ,-,,,
 ARF5 ,-,,,
 ARFGAP1 ,-,,,
 ARFGAP2 ,-,,,
 ARFGEF2 ,-,,,
 ARFIP1 ,-,,,
 ARFIP2 ,-,,,
 ARFRP1 ,-,,,
 ARG1 ,-,,,
 ARG2 ,-,,,
 ARHGAP1 ,-,,,
 ARHGAP11A ,-,,,
 ARHGAP11B ,-,,,
 ARHGAP15 ,-,,,
 ARHGAP17 ,-,,,
 ARHGAP18 ,-,,,
 ARHGAP21 ,-,,,
 ARHGAP22 ,-,,,
 ARHGAP23 ,-,,,
 ARHGAP25 ,-,,,
 ARHGAP26 ,-,,,
 ARHGAP27 ,-,,,
 ARHGAP29 ,-,,,
 ARHGAP30 ,-,,,
 ARHGAP5 ,-,,,
 ARHGAP8 ,-,,,
 ARHGAP9 ,-,,,
 ARHGDIB ,-,,,
 ARHGDIG ,-,,,
 ARHGDIG ,-,,,
 ARHGEF1 ,-,,,
 ARHGEF10 ,-,,,
 ARHGEF15 ,-,,,
 ARHGEF16 ,-,,,
 ARHGEF17 ,-,,,
 ARHGEF2 ,-,,,
 ARHGEF3 ,-,,,
 ARHGEF4 ,-,,,
 ARHGEF5 ,-,,,
 ARID1B ,-,,,
 ARID4B ,-,,,
 ARID5B ,-,,,
 ARIH2 ,-,,,
 ARL10 ,-,,,
 ARL11 ,-,,,
 ARL13B ,-,,,
 ARL13B ,-,,,
 ARL14 ,-,,,
 ARL16 ,-,,,
 ARL17A ,-,,,
 ARL17B ,-,,,
 ARL2 ,-,,,
 ARL2BP ,-,,,
 ARL3 ,-,,,
 ARL4A ,-,,,
 ARL4C ,-,,,
 ARL6IP1 ,-,,,
 ARL6IP4 ,-,,,
 ARL6IP6 ,-,,,
 ARL9 ,-,,,
 ARMC1 ,-,,,
 ARMC10 ,-,,,
 ARMC3 ,-,,,
 ARMC4 ,-,,,
 ARMC7 ,-,,,
 ARMC8 ,-,,,
 ARMC9 ,-,,,
 ARMS2 ,-,,,
 ARNT2 ,-,,,
 ARNTL2 ,-,,,
 ARPC1A ,-,,,
 ARPC4 ,-,,,
 ARPC5L ,-,,,
 ARRB2 ,-,,,
 ARRDC1 ,-,,,
 ARSG ,-,,,
 ARSI ,-,,,
 ARSK ,-,,,
 ARSK ,-,,,
 ART1 ,-,,,
 ART3 ,-,,,
 ART3 ,-,,,
 ART5 ,-,,,
 ARTN ,-,,,
 ARV1 ,-,,,
 ARVCF ,-,,,
 ASAH2B ,-,,,
 ASAP2 ,-,,,
 ASB1 ,-,,,
 ASB14 ,-,,,
 ASB15 ,-,,,
 ASB16 ,-,,,
 ASB16 ,-,,,
 ASB2 ,-,,,
 ASB3 ,-,,,
 ASB3 ,-,,,
 ASB4 ,-,,,
 ASB6 ,-,,,
 ASB7 ,-,,,
 ASCC1 ,-,,,
 ASCC2 ,-,,,
 ASCL4 ,-,,,
 ASF1A ,-,,,
 ASF1B ,-,,,
 ASH1L ,-,,,
 ASH2L ,-,,,
 ASPH ,-,,,
 ASPHD2 ,-,,,
 ASPRV1 ,-,,,
 ASPSCR1 ,-,,,
 ASTE1 ,-,,,
 ASTE1 ,-,,,
 ASTN1 ,-,,,
 ASTN2 ,-,,,
 ASTN2 ,-,,,
 ASXL1 ,-,,,
 ATAD2 ,-,,,
 ATAD3A ,-,,,
 ATAD3B ,-,,,
 ATAD3C ,-,,,
 ATAD5 ,-,,,
 ATE1 ,-,,,
 ATF2 ,-,,,
 ATF3 ,-,,,
 ATF5 ,-,,,
 ATF5 ,-,,,
 ATF6B ,-,,,
 ATF6B ,-,,,
 ATF7IP ,-,,,
 ATG12 ,-,,,
 ATG12 ,-,,,
 ATG16L1 ,-,,,
 ATG16L2 ,-,,,
 ATG2A ,-,,,
 ATG3 ,-,,,
 ATG3 ,-,,,
 ATG4B ,-,,,
 ATG4C ,-,,,
 ATG4D ,-,,,
 ATG5 ,-,,,
 ATG7 ,-,,,
 ATG9A ,-,,,
 ATG9A ,-,,,
 ATG9B ,-,,,
 ATIC ,-,,,
 ATL1 ,-,,,
 ATL3 ,-,,,
 ATM ,-,,,
 ATN1 ,-,,,
 ATOH7 ,-,,,
 ATOH8 ,-,,,
 ATP10A ,-,,,
 ATP10B ,-,,,
 ATP11A ,-,,,
 ATP11B ,-,,,
 ATP13A1 ,-,,,
 ATP13A2 ,-,,,
 ATP13A4 ,-,,,
 ATP1A1 ,-,,,
 ATP1A2 ,-,,,
 ATP1A3 ,-,,,
 ATP1A4 ,-,,,
 ATP1B2 ,-,,,
 ATP2A1 ,-,,,
 ATP2A3 ,-,,,
 ATP2B1 ,-,,,
 ATP2B2 ,-,,,
 ATP2C1 ,-,,,
 ATP2C2 ,-,,,
 ATP5A1 ,-,,,
 ATP5C1 ,-,,,
 ATP5D ,-,,,
 ATP5E ,-,,,
 ATP5EP2 ,-,,,
 ATP5F1 ,-,,,
 ATP5G2 ,-,,,
 ATP5G3 ,-,,,
 ATP5H ,-,,,
 ATP5J ,-,,,
 ATP5J ,-,,,
 ATP5J2 ,-,,,
 ATP5L ,-,,,
 ATP5L2 ,-,,,
 ATP5O ,-,,,
 ATP5S ,-,,,
 ATP5SL ,-,,,
 ATP6AP1L ,-,,,
 ATP6V0A4 ,-,,,
 ATP6V0D1 ,-,,,
 ATP6V0D1 ,-,,,
 ATP6V0D2 ,-,,,
 ATP6V0E2 ,-,,,
 ATP6V1A ,-,,,
 ATP6V1B1 ,-,,,
 ATP6V1B2 ,-,,,
 ATP6V1E1 ,-,,,
 ATP6V1E2 ,-,,,
 ATP6V1F ,-,,,
 ATP6V1G1 ,-,,,
 ATP6V1G2 ,-,,,
 ATP6V1G2 ,-,,,
 ATP6V1H ,-,,,
 ATP8A1 ,-,,,
 ATP8B2 ,-,,,
 ATP8B3 ,-,,,
 ATP9A ,-,,,
 ATPAF1 ,-,,,
 ATPIF1 ,-,,,
 ATRIP ,-,,,
 ATRN ,-,,,
 ATXN1 ,-,,,
 ATXN1L ,-,,,
 ATXN2 ,-,,,
 ATXN7 ,-,,,
 ATXN7L2 ,-,,,
 ATXN7L3 ,-,,,
 AUH ,-,,,
 AUP1 ,-,,,
 AURKA ,-,,,
 AURKAPS1 ,-,,,
 AVEN ,-,,,
 AVEN ,-,,,
 AVIL ,-,,,
 AVPR1A ,-,,,
 AXIN1 ,-,,,
 AXIN2 ,-,,,
 AXL ,-,,,
 AZI1 ,-,,,
 AZI2 ,-,,,
 AZIN1 ,-,,,
 AZU1 ,-,,,
 B2M ,-,,,
 B3GALNT1 ,-,,,
 B3GALT2 ,-,,,
 B3GALT4 ,-,,,
 B3GALT5 ,-,,,
 B3GALT6 ,-,,,
 B3GAT1 ,-,,,
 B3GAT2 ,-,,,
 B3GAT2 ,-,,,
 B3GAT3 ,-,,,
 B3GNT1 ,-,,,
 B3GNT3 ,-,,,
 B3GNT4 ,-,,,
 B3GNT5 ,-,,,
 B3GNT5 ,-,,,
 B3GNT7 ,-,,,
 B3GNT9 ,-,,,
 B3GNTL1 ,-,,,
 B4GALNT1 ,-,,,
 B4GALNT2 ,-,,,
 B4GALNT3 ,-,,,
 B4GALNT4 ,-,,,
 B4GALT2 ,-,,,
 B4GALT3 ,-,,,
 B4GALT6 ,-,,,
 B4GALT7 ,-,,,
 B9D1 ,-,,,
 B9D2 ,-,,,
 BAALC ,-,,,
 BACE2 ,-,,,
 BAD ,-,,,
 BAG1 ,-,,,
 BAG3 ,-,,,
 BAGE ,-,,,
 BAGE2 ,-,,,
 BAGE3 ,-,,,
 BAGE4 ,-,,,
 BAGE5 ,-,,,
 BAI1 ,-,,,
 BAI2 ,-,,,
 BAI3 ,-,,,
 BAIAP2L1 ,-,,,
 BAIAP3 ,-,,,
 BAIAP3 ,-,,,
 BAK1 ,-,,,
 BAMBI ,-,,,
 BANF1 ,-,,,
 BANF2 ,-,,,
 BANK1 ,-,,,
 BANP ,-,,,
 BAP1 ,-,,,
 BARD1 ,-,,,
 BARX1 ,-,,,
 BARX2 ,-,,,
 BAT1 ,-,,,
 BAT2 ,-,,,
 BAT2L1 ,-,,,
 BAT3 ,-,,,
 BAT4 ,-,,,
 BAT5 ,-,,,
 BATF ,-,,,
 BATF2 ,-,,,
 BAX ,-,,,
 BAZ2A ,-,,,
 BAZ2B ,-,,,
 BBOX1 ,-,,,
 BBS1 ,-,,,
 BBS10 ,-,,,
 BBS4 ,-,,,
 BBS9 ,-,,,
 BCAN ,-,,,
 BCAP29 ,-,,,
 BCAS1 ,-,,,
 BCAS2 ,-,,,
 BCAS3 ,-,,,
 BCAS4 ,-,,,
 BCAT1 ,-,,,
 BCCIP ,-,,,
 BCDIN3D ,-,,,
 BCHE ,-,,,
 BCKDHA ,-,,,
 BCL11A ,-,,,
 BCL2L12 ,-,,,
 BCL2L14 ,-,,,
 BCL2L15 ,-,,,
 BCL7B ,-,,,
 BCL7C ,-,,,
 BCL8 ,-,,,
 BCL9 ,-,,,
 BCL9L ,-,,,
 BCMO1 ,-,,,
 BCO2 ,-,,,
 BCR ,-,,,
 BCS1L ,-,,,
 BCS1L ,-,,,
 BDKRB1 ,-,,,
 BDKRB2 ,-,,,
 BDNF ,-,,,
 BEAN ,-,,,
 BECN1 ,-,,,
 BEND3 ,-,,,
 BEND5 ,-,,,
 BEND7 ,-,,,
 BEST3 ,-,,,
 BEST4 ,-,,,
 BET1 ,-,,,
 BET1L ,-,,,
 BET3L ,-,,,
 BET3L ,-,,,
 BFAR ,-,,,
 BFSP2 ,-,,,
 BGLAP ,-,,,
 BHLHA15 ,-,,,
 BHLHE22 ,-,,,
 BHLHE41 ,-,,,
 BICC1 ,-,,,
 BICC1 ,-,,,
 BICD1 ,-,,,
 BICD2 ,-,,,
 BIN1 ,-,,,
 BIN3 ,-,,,
 BIRC3 ,-,,,
 BIRC5 ,-,,,
 BIRC7 ,-,,,
 BIVM ,-,,,
 BLK ,-,,,
 BLM ,-,,,
 BLMH ,-,,,
 BLOC1S3 ,-,,,
 BLOC1S3 ,-,,,
 BLVRA ,-,,,
 BLVRB ,-,,,
 BLZF1 ,-,,,
 BMF ,-,,,
 BMI1 ,-,,,
 BMP3 ,-,,,
 BMP5 ,-,,,
 BMP7 ,-,,,
 BMP8A ,-,,,
 BMP8B ,-,,,
 BMPER ,-,,,
 BMPR1A ,-,,,
 BNC2 ,-,,,
 BNIP1 ,-,,,
 BNIP3 ,-,,,
 BNIP3L ,-,,,
 BNIPL ,-,,,
 BNIPL ,-,,,
 BOD1L ,-,,,
 BOLA1 ,-,,,
 BOLA2 ,-,,,
 BOLA2B ,-,,,
 BOLA3 ,-,,,
 BOP1 ,-,,,
 BPESC1 ,-,,,
 BPGM ,-,,,
 BPI ,-,,,
 BPIL1 ,-,,,
 BRAP ,-,,,
 BRCA1 ,-,,,
 BRCA2 ,-,,,
 BRD1 ,-,,,
 BRD2 ,-,,,
 BRD3 ,-,,,
 BRD7 ,-,,,
 BRD8 ,-,,,
 BRD8 ,-,,,
 BRD9 ,-,,,
 BRE ,-,,,
 BRE ,-,,,
 BREA2 ,-,,,
 BRF1 ,-,,,
 BRI3BP ,-,,,
 BRIX1 ,-,,,
 BRPF1 ,-,,,
 BRPF3 ,-,,,
 BRSK1 ,-,,,
 BSCL2 ,-,,,
 BSDC1 ,-,,,
 BSG ,-,,,
 BSN ,-,,,
 BSND ,-,,,
 BTBD10 ,-,,,
 BTBD12 ,-,,,
 BTBD16 ,-,,,
 BTBD2 ,-,,,
 BTBD3 ,-,,,
 BTBD6 ,-,,,
 BTC ,-,,,
 BTF3L4 ,-,,,
 BTG1 ,-,,,
 BTG3 ,-,,,
 BTLA ,-,,,
 BTN2A1 ,-,,,
 BTN2A2 ,-,,,
 BTN2A3 ,-,,,
 BTN3A1 ,-,,,
 BTN3A3 ,-,,,
 BTNL3 ,-,,,
 BTNL8 ,-,,,
 BTNL9 ,-,,,
 BTRC ,-,,,
 BUB1 ,-,,,
 BUB1B ,-,,,
 BUB3 ,-,,,
 BUD31 ,-,,,
 BYSL ,-,,,
 BZRAP1 ,-,,,
 BZW2 ,-,,,
 C10orf104 ,-,,,
 C10orf105 ,-,,,
 C10orf108 ,-,,,
 C10orf110 ,-,,,
 C10orf111 ,-,,,
 C10orf118 ,-,,,
 C10orf119 ,-,,,
 C10orf128 ,-,,,
 C10orf140 ,-,,,
 C10orf18 ,-,,,
 C10orf2 ,-,,,
 C10orf25 ,-,,,
 C10orf28 ,-,,,
 C10orf35 ,-,,,
 C10orf4 ,-,,,
 C10orf41 ,-,,,
 C10orf50 ,-,,,
 C10orf55 ,-,,,
 C10orf57 ,-,,,
 C10orf62 ,-,,,
 C10orf68 ,-,,,
 C10orf72 ,-,,,
 C10orf75 ,-,,,
 C10orf78 ,-,,,
 C10orf79 ,-,,,
 C10orf81 ,-,,,
 C10orf88 ,-,,,
 C10orf90 ,-,,,
 C10orf91 ,-,,,
 C10orf95 ,-,,,
 C11orf1 ,-,,,
 C11orf1 ,-,,,
 C11orf10 ,-,,,
 C11orf16 ,-,,,
 C11orf17 ,-,,,
 C11orf20 ,-,,,
 C11orf21 ,-,,,
 C11orf31 ,-,,,
 C11orf35 ,-,,,
 C11orf41 ,-,,,
 C11orf42 ,-,,,
 C11orf46 ,-,,,
 C11orf48 ,-,,,
 C11orf48 ,-,,,
 C11orf48 ,-,,,
 C11orf48 ,-,,,
 C11orf51 ,-,,,
 C11orf52 ,-,,,
 C11orf53 ,-,,,
 C11orf57 ,-,,,
 C11orf59 ,-,,,
 C11orf61 ,-,,,
 C11orf63 ,-,,,
 C11orf65 ,-,,,
 C11orf67 ,-,,,
 C11orf68 ,-,,,
 C11orf68 ,-,,,
 C11orf70 ,-,,,
 C11orf73 ,-,,,
 C11orf74 ,-,,,
 C11orf80 ,-,,,
 C11orf83 ,-,,,
 C11orf84 ,-,,,
 C11orf85 ,-,,,
 C11orf86 ,-,,,
 C11orf88 ,-,,,
 C11orf9 ,-,,,
 C11orf92 ,-,,,
 C11orf92 ,-,,,
 C11orf93 ,-,,,
 C11orf93 ,-,,,
 C12orf11 ,-,,,
 C12orf24 ,-,,,
